#TYPE Microsoft.ActiveDirectory.Management.ADAccount
"AccountExpirationDate","DistinguishedName","Enabled","LastLogonDate","LockedOut","Name","ObjectClass","ObjectGUID","PasswordExpired","PasswordNeverExpires","SamAccountName","SID","UserPrincipalName"
,"CN=CLTLNMQUISPE,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","11/20/2017 2:02:15 PM","False","CLTLNMQUISPE","computer","d4c9b027-d8aa-4edb-b732-7aee63703a12","False","False","CLTLNMQUISPE$","S-1-5-21-689311476-2703878803-1764524066-8680",
,"CN=SPARE121316,OU=Loaner,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/27/2017 8:54:38 AM","False","SPARE121316","computer","603597c6-76b2-4e82-8805-c7e6c7527c50","False","False","SPARE121316$","S-1-5-21-689311476-2703878803-1764524066-8682",
,"CN=ITSPAREW10,OU=Warehouse,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/9/2017 2:26:26 PM","False","ITSPAREW10","computer","b8634e0c-b35b-48db-8ad6-b5aae9266f28","False","False","ITSPAREW10$","S-1-5-21-689311476-2703878803-1764524066-8218",
,"CN=CLTLNFPELLECHIA,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True",,"False","CLTLNFPELLECHIA","computer","96663737-ed14-4eb6-9936-5f3bac788022","False","False","CLTLNFPELLECHIA$","S-1-5-21-689311476-2703878803-1764524066-8688",
,"CN=CLTLNTEST,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","3/7/2017 12:29:11 PM","False","CLTLNTEST","computer","0fc0afb5-30c9-4d3c-b6e2-59d3e0684557","False","False","CLTLNTEST$","S-1-5-21-689311476-2703878803-1764524066-8228",
,"CN=CLTLNCHINA,CN=Computers,DC=lionel,DC=com","False","4/3/2017 10:33:16 AM","False","CLTLNCHINA","computer","5a569d1b-c711-4495-b3aa-ad42604dd96a","False","False","CLTLNCHINA$","S-1-5-21-689311476-2703878803-1764524066-3620",
,"CN=ndagostino-imac,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","6/22/2018 5:58:04 AM","False","ndagostino-imac","computer","ddd33ed3-5d4e-49a7-8a83-3f86c09e745d","False","False","ndagostino-imac$","S-1-5-21-689311476-2703878803-1764524066-3623",
,"CN=lionels-imac-2,CN=Computers,DC=lionel,DC=com","True","3/1/2018 7:31:15 AM","False","lionels-imac-2","computer","399b4f42-2f86-4667-a1f5-9b2c4ed47ab8","False","False","lionels-imac-2$","S-1-5-21-689311476-2703878803-1764524066-3624",
,"CN=CALSERVER1,CN=Computers,DC=lionel,DC=com","True","7/13/2017 3:24:32 PM","False","CALSERVER1","computer","985e2b5b-d20b-4241-80b0-39b900d35de1","False","False","CALSERVER1$","S-1-5-21-689311476-2703878803-1764524066-3626",
,"CN=DESKTOP-B04NEKP,OU=NC,OU=Laptops,OU=Computers,OU=corporate,DC=lionel,DC=com","True","12/12/2017 8:44:46 AM","False","DESKTOP-B04NEKP","computer","d33859c3-9d98-46bb-9fd6-975548880bc5","False","False","DESKTOP-B04NEKP$","S-1-5-21-689311476-2703878803-1764524066-8239",
,"CN=Philips-Macmini,OU=Macs,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True",,"False","Philips-Macmini","computer","2ac5c8e1-5b73-4583-9dec-e5a671b3cb5a","False","False","PHILIPS-MACMINI$","S-1-5-21-689311476-2703878803-1764524066-8263",
,"CN=CLTLNCSPARE1,CN=Computers,DC=lionel,DC=com","True","8/11/2018 6:16:50 AM","False","CLTLNCSPARE1","computer","be9af122-db45-46a0-8d03-d11ff9d96b6b","False","False","CLTLNCSPARE1$","S-1-5-21-689311476-2703878803-1764524066-8270",
,"CN=CLTNCLNVICTUAL,CN=Computers,DC=lionel,DC=com","True","4/19/2018 2:18:27 PM","False","CLTNCLNVICTUAL","computer","8bf6a8a7-9d4c-41c4-9cb7-d8ac6cd69131","False","False","CLTNCLNVICTUAL$","S-1-5-21-689311476-2703878803-1764524066-8697",
,"CN=CLTLNCJLAPSLEY,CN=Computers,DC=lionel,DC=com","True","5/12/2018 10:57:46 AM","False","CLTLNCJLAPSLEY","computer","2cc65aca-9517-447a-92db-b672ced77fa2","False","False","CLTLNCJLAPSLEY$","S-1-5-21-689311476-2703878803-1764524066-3636",
,"CN=US10C,OU=LIONEL_ NORTH,OU=NC,OU=Desktops,OU=Computers,OU=corporate,DC=lionel,DC=com","True",,"False","US10C","computer","dbec8df0-e534-40ce-b514-c4827795051e","False","False","US10C$","S-1-5-21-689311476-2703878803-1764524066-8281",
,"CN=lncs-imac-2,CN=Computers,DC=lionel,DC=com","True","5/30/2018 2:07:28 PM","False","lncs-imac-2","computer","0813fe05-f90e-4106-91b3-07e1e9cd6c63","False","False","lncs-imac-2$","S-1-5-21-689311476-2703878803-1764524066-3639",
,"CN=CLTLNENGINEER1,CN=Computers,DC=lionel,DC=com","True","7/10/2018 3:19:09 PM","False","CLTLNENGINEER1","computer","c9d33626-8f54-443a-b1f2-3d9c2c1c65c7","False","False","CLTLNENGINEER1$","S-1-5-21-689311476-2703878803-1764524066-8700",
